DateKey,Date,Day,Month,MonthShort,MonthNo,Quarter,Year,WeekdayNo,IsWeekend,FiscalYear,FiscalQuarter,IsHoliday,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,DayNumberOfWeek,SpanishMonthName,FrenchMonthName,CalendarSemester,FiscalSemester
20190216,2019-02-16,Saturday,February,Feb,2,1,2019,6,True,2018,4,False,Sábado,Samedi,16,47,7,6,Febrero,Février,1,2
20190217,2019-02-17,Sunday,February,Feb,2,1,2019,7,True,2019,1,False,Domingo,Dimanche,17,48,7,7,Febrero,Février,1,1
20190218,2019-02-18,Monday,February,Feb,2,1,2019,1,False,2019,1,False,Lunes,Lundi,18,49,8,1,Febrero,Février,1,1
20190219,2019-02-19,Tuesday,February,Feb,2,1,2019,2,False,2018,3,False,Martes,Mardi,19,50,8,2,Febrero,Février,1,2
20190220,2019-02-20,Wednesday,February,Feb,2,1,2019,3,False,2019,1,False,Miércoles,Mercredi,20,51,8,3,Febrero,Février,1,1
20190221,2019-02-21,Thursday,February,Feb,2,1,2019,4,False,2019,2,True,Jueves,Jeudi,21,52,8,4,Febrero,Février,1,1
20190222,2019-02-22,Friday,February,Feb,2,1,2019,5,False,2019,4,True,Viernes,Vendredi,22,53,8,5,Febrero,Février,1,2
20190223,2019-02-23,Saturday,February,Feb,2,1,2019,6,True,2019,2,False,Sábado,Samedi,23,54,8,6,Febrero,Février,1,1
20190224,2019-02-24,Sunday,February,Feb,2,1,2019,7,True,2019,1,False,Domingo,Dimanche,24,55,8,7,Febrero,Février,1,1
20190225,2019-02-25,Monday,February,Feb,2,1,2019,1,False,2019,3,False,Lunes,Lundi,25,56,9,1,Febrero,Février,1,2
20190226,2019-02-26,Tuesday,February,Feb,2,1,2019,2,False,2018,4,False,Martes,Mardi,26,57,9,2,Febrero,Février,1,2
20190227,2019-02-27,Wednesday,February,Feb,2,1,2019,3,False,2018,1,False,Miércoles,Mercredi,27,58,9,3,Febrero,Février,1,1
20190228,2019-02-28,Thursday,February,Feb,2,1,2019,4,False,2018,1,False,Jueves,Jeudi,28,59,9,4,Febrero,Février,1,1
20190301,2019-03-01,Friday,March,Mar,3,1,2019,5,False,2018,3,False,Viernes,Vendredi,1,60,9,5,Marzo,Mars,1,2
20190302,2019-03-02,Saturday,March,Mar,3,1,2019,6,True,2018,3,False,Sábado,Samedi,2,61,9,6,Marzo,Mars,1,2
20190303,2019-03-03,Sunday,March,Mar,3,1,2019,7,True,2018,2,False,Domingo,Dimanche,3,62,9,7,Marzo,Mars,1,1
20190304,2019-03-04,Monday,March,Mar,3,1,2019,1,False,2019,4,False,Lunes,Lundi,4,63,10,1,Marzo,Mars,1,2
20190305,2019-03-05,Tuesday,March,Mar,3,1,2019,2,False,2018,4,False,Martes,Mardi,5,64,10,2,Marzo,Mars,1,2
20190306,2019-03-06,Wednesday,March,Mar,3,1,2019,3,False,2018,3,False,Miércoles,Mercredi,6,65,10,3,Marzo,Mars,1,2
20190307,2019-03-07,Thursday,March,Mar,3,1,2019,4,False,2019,2,False,Jueves,Jeudi,7,66,10,4,Marzo,Mars,1,1
20190308,2019-03-08,Friday,March,Mar,3,1,2019,5,False,2018,4,False,Viernes,Vendredi,8,67,10,5,Marzo,Mars,1,2
20190309,2019-03-09,Saturday,March,Mar,3,1,2019,6,True,2019,3,True,Sábado,Samedi,9,68,10,6,Marzo,Mars,1,2
20190310,2019-03-10,Sunday,March,Mar,3,1,2019,7,True,2018,1,False,Domingo,Dimanche,10,69,10,7,Marzo,Mars,1,1
20190311,2019-03-11,Monday,March,Mar,3,1,2019,1,False,2019,4,False,Lunes,Lundi,11,70,11,1,Marzo,Mars,1,2
20190312,2019-03-12,Tuesday,March,Mar,3,1,2019,2,False,2019,2,True,Martes,Mardi,12,71,11,2,Marzo,Mars,1,1
20190313,2019-03-13,Wednesday,March,Mar,3,1,2019,3,False,2018,2,False,Miércoles,Mercredi,13,72,11,3,Marzo,Mars,1,1
20190314,2019-03-14,Thursday,March,Mar,3,1,2019,4,False,2018,2,True,Jueves,Jeudi,14,73,11,4,Marzo,Mars,1,1
20190315,2019-03-15,Friday,March,Mar,3,1,2019,5,False,2019,1,False,Viernes,Vendredi,15,74,11,5,Marzo,Mars,1,1
20190316,2019-03-16,Saturday,March,Mar,3,1,2019,6,True,2019,4,False,Sábado,Samedi,16,75,11,6,Marzo,Mars,1,2
20190317,2019-03-17,Sunday,March,Mar,3,1,2019,7,True,2019,4,False,Domingo,Dimanche,17,76,11,7,Marzo,Mars,1,2
20190318,2019-03-18,Monday,March,Mar,3,1,2019,1,False,2019,1,False,Lunes,Lundi,18,77,12,1,Marzo,Mars,1,1
20190319,2019-03-19,Tuesday,March,Mar,3,1,2019,2,False,2018,4,False,Martes,Mardi,19,78,12,2,Marzo,Mars,1,2
20190320,2019-03-20,Wednesday,March,Mar,3,1,2019,3,False,2018,1,False,Miércoles,Mercredi,20,79,12,3,Marzo,Mars,1,1
20190321,2019-03-21,Thursday,March,Mar,3,1,2019,4,False,2018,1,False,Jueves,Jeudi,21,80,12,4,Marzo,Mars,1,1
20190322,2019-03-22,Friday,March,Mar,3,1,2019,5,False,2019,1,False,Viernes,Vendredi,22,81,12,5,Marzo,Mars,1,1
20190323,2019-03-23,Saturday,March,Mar,3,1,2019,6,True,2019,2,True,Sábado,Samedi,23,82,12,6,Marzo,Mars,1,1
20190324,2019-03-24,Sunday,March,Mar,3,1,2019,7,True,2018,4,False,Domingo,Dimanche,24,83,12,7,Marzo,Mars,1,2
20190325,2019-03-25,Monday,March,Mar,3,1,2019,1,False,2018,1,False,Lunes,Lundi,25,84,13,1,Marzo,Mars,1,1
20190326,2019-03-26,Tuesday,March,Mar,3,1,2019,2,False,2018,4,False,Martes,Mardi,26,85,13,2,Marzo,Mars,1,2
20190327,2019-03-27,Wednesday,March,Mar,3,1,2019,3,False,2018,2,False,Miércoles,Mercredi,27,86,13,3,Marzo,Mars,1,1
20190328,2019-03-28,Thursday,March,Mar,3,1,2019,4,False,2019,1,False,Jueves,Jeudi,28,87,13,4,Marzo,Mars,1,1
20190329,2019-03-29,Friday,March,Mar,3,1,2019,5,False,2019,3,False,Viernes,Vendredi,29,88,13,5,Marzo,Mars,1,2
20190330,2019-03-30,Saturday,March,Mar,3,1,2019,6,True,2019,2,False,Sábado,Samedi,30,89,13,6,Marzo,Mars,1,1
20190331,2019-03-31,Sunday,March,Mar,3,1,2019,7,True,2018,3,False,Domingo,Dimanche,31,90,13,7,Marzo,Mars,1,2
20190401,2019-04-01,Monday,April,Apr,4,2,2019,1,False,2018,4,False,Lunes,Lundi,1,91,14,1,Abril,Avril,1,2
20190402,2019-04-02,Tuesday,April,Apr,4,2,2019,2,False,2019,4,False,Martes,Mardi,2,92,14,2,Abril,Avril,1,2
20190403,2019-04-03,Wednesday,April,Apr,4,2,2019,3,False,2019,2,False,Miércoles,Mercredi,3,93,14,3,Abril,Avril,1,1
20190404,2019-04-04,Thursday,April,Apr,4,2,2019,4,False,2019,4,False,Jueves,Jeudi,4,94,14,4,Abril,Avril,1,2
20190405,2019-04-05,Friday,April,Apr,4,2,2019,5,False,2019,3,False,Viernes,Vendredi,5,95,14,5,Abril,Avril,1,2
20190406,2019-04-06,Saturday,April,Apr,4,2,2019,6,True,2018,1,False,Sábado,Samedi,6,96,14,6,Abril,Avril,1,1
20190407,2019-04-07,Sunday,April,Apr,4,2,2019,7,True,2019,1,False,Domingo,Dimanche,7,97,14,7,Abril,Avril,1,1
20190408,2019-04-08,Monday,April,Apr,4,2,2019,1,False,2018,1,False,Lunes,Lundi,8,98,15,1,Abril,Avril,1,1
20190409,2019-04-09,Tuesday,April,Apr,4,2,2019,2,False,2018,2,False,Martes,Mardi,9,99,15,2,Abril,Avril,1,1
20190410,2019-04-10,Wednesday,April,Apr,4,2,2019,3,False,2018,4,True,Miércoles,Mercredi,10,100,15,3,Abril,Avril,1,2
20190411,2019-04-11,Thursday,April,Apr,4,2,2019,4,False,2018,3,False,Jueves,Jeudi,11,101,15,4,Abril,Avril,1,2
20190412,2019-04-12,Friday,April,Apr,4,2,2019,5,False,2019,4,False,Viernes,Vendredi,12,102,15,5,Abril,Avril,1,2
20190413,2019-04-13,Saturday,April,Apr,4,2,2019,6,True,2018,4,True,Sábado,Samedi,13,103,15,6,Abril,Avril,1,2
20190414,2019-04-14,Sunday,April,Apr,4,2,2019,7,True,2019,4,False,Domingo,Dimanche,14,104,15,7,Abril,Avril,1,2
20190415,2019-04-15,Monday,April,Apr,4,2,2019,1,False,2019,1,False,Lunes,Lundi,15,105,16,1,Abril,Avril,1,1
20190416,2019-04-16,Tuesday,April,Apr,4,2,2019,2,False,2018,3,False,Martes,Mardi,16,106,16,2,Abril,Avril,1,2
20190417,2019-04-17,Wednesday,April,Apr,4,2,2019,3,False,2018,3,False,Miércoles,Mercredi,17,107,16,3,Abril,Avril,1,2
20190418,2019-04-18,Thursday,April,Apr,4,2,2019,4,False,2019,4,False,Jueves,Jeudi,18,108,16,4,Abril,Avril,1,2
20190419,2019-04-19,Friday,April,Apr,4,2,2019,5,False,2018,1,True,Viernes,Vendredi,19,109,16,5,Abril,Avril,1,1
20190420,2019-04-20,Saturday,April,Apr,4,2,2019,6,True,2018,1,False,Sábado,Samedi,20,110,16,6,Abril,Avril,1,1
20190421,2019-04-21,Sunday,April,Apr,4,2,2019,7,True,2018,3,False,Domingo,Dimanche,21,111,16,7,Abril,Avril,1,2
20190422,2019-04-22,Monday,April,Apr,4,2,2019,1,False,2018,1,False,Lunes,Lundi,22,112,17,1,Abril,Avril,1,1
20190423,2019-04-23,Tuesday,April,Apr,4,2,2019,2,False,2019,1,False,Martes,Mardi,23,113,17,2,Abril,Avril,1,1
20190424,2019-04-24,Wednesday,April,Apr,4,2,2019,3,False,2019,1,False,Miércoles,Mercredi,24,114,17,3,Abril,Avril,1,1
20190425,2019-04-25,Thursday,April,Apr,4,2,2019,4,False,2019,2,False,Jueves,Jeudi,25,115,17,4,Abril,Avril,1,1
20190426,2019-04-26,Friday,April,Apr,4,2,2019,5,False,2019,4,False,Viernes,Vendredi,26,116,17,5,Abril,Avril,1,2
20190427,2019-04-27,Saturday,April,Apr,4,2,2019,6,True,2019,3,False,Sábado,Samedi,27,117,17,6,Abril,Avril,1,2
20190428,2019-04-28,Sunday,April,Apr,4,2,2019,7,True,2018,3,False,Domingo,Dimanche,28,118,17,7,Abril,Avril,1,2
20190429,2019-04-29,Monday,April,Apr,4,2,2019,1,False,2019,2,True,Lunes,Lundi,29,119,18,1,Abril,Avril,1,1
20190430,2019-04-30,Tuesday,April,Apr,4,2,2019,2,False,2019,4,False,Martes,Mardi,30,120,18,2,Abril,Avril,1,2
20190501,2019-05-01,Wednesday,May,May,5,2,2019,3,False,2019,3,False,Miércoles,Mercredi,1,121,18,3,Mayo,Mai,1,2
20190502,2019-05-02,Thursday,May,May,5,2,2019,4,False,2019,1,False,Jueves,Jeudi,2,122,18,4,Mayo,Mai,1,1
20190503,2019-05-03,Friday,May,May,5,2,2019,5,False,2018,3,False,Viernes,Vendredi,3,123,18,5,Mayo,Mai,1,2
20190504,2019-05-04,Saturday,May,May,5,2,2019,6,True,2018,1,False,Sábado,Samedi,4,124,18,6,Mayo,Mai,1,1
20190505,2019-05-05,Sunday,May,May,5,2,2019,7,True,2018,2,False,Domingo,Dimanche,5,125,18,7,Mayo,Mai,1,1
20190506,2019-05-06,Monday,May,May,5,2,2019,1,False,2018,1,False,Lunes,Lundi,6,126,19,1,Mayo,Mai,1,1
20190507,2019-05-07,Tuesday,May,May,5,2,2019,2,False,2019,3,False,Martes,Mardi,7,127,19,2,Mayo,Mai,1,2
20190508,2019-05-08,Wednesday,May,May,5,2,2019,3,False,2019,3,False,Miércoles,Mercredi,8,128,19,3,Mayo,Mai,1,2
20190509,2019-05-09,Thursday,May,May,5,2,2019,4,False,2018,3,False,Jueves,Jeudi,9,129,19,4,Mayo,Mai,1,2
20190510,2019-05-10,Friday,May,May,5,2,2019,5,False,2019,2,False,Viernes,Vendredi,10,130,19,5,Mayo,Mai,1,1
20190511,2019-05-11,Saturday,May,May,5,2,2019,6,True,2018,2,False,Sábado,Samedi,11,131,19,6,Mayo,Mai,1,1
20190512,2019-05-12,Sunday,May,May,5,2,2019,7,True,2018,4,False,Domingo,Dimanche,12,132,19,7,Mayo,Mai,1,2
20190513,2019-05-13,Monday,May,May,5,2,2019,1,False,2018,3,False,Lunes,Lundi,13,133,20,1,Mayo,Mai,1,2
20190514,2019-05-14,Tuesday,May,May,5,2,2019,2,False,2018,1,False,Martes,Mardi,14,134,20,2,Mayo,Mai,1,1
20190515,2019-05-15,Wednesday,May,May,5,2,2019,3,False,2019,2,False,Miércoles,Mercredi,15,135,20,3,Mayo,Mai,1,1
20190516,2019-05-16,Thursday,May,May,5,2,2019,4,False,2018,3,False,Jueves,Jeudi,16,136,20,4,Mayo,Mai,1,2
20190517,2019-05-17,Friday,May,May,5,2,2019,5,False,2019,3,True,Viernes,Vendredi,17,137,20,5,Mayo,Mai,1,2
20190518,2019-05-18,Saturday,May,May,5,2,2019,6,True,2019,2,False,Sábado,Samedi,18,138,20,6,Mayo,Mai,1,1
20190519,2019-05-19,Sunday,May,May,5,2,2019,7,True,2018,4,False,Domingo,Dimanche,19,139,20,7,Mayo,Mai,1,2
20190520,2019-05-20,Monday,May,May,5,2,2019,1,False,2019,2,False,Lunes,Lundi,20,140,21,1,Mayo,Mai,1,1
20190521,2019-05-21,Tuesday,May,May,5,2,2019,2,False,2019,2,False,Martes,Mardi,21,141,21,2,Mayo,Mai,1,1
20190522,2019-05-22,Wednesday,May,May,5,2,2019,3,False,2018,1,False,Miércoles,Mercredi,22,142,21,3,Mayo,Mai,1,1
20190523,2019-05-23,Thursday,May,May,5,2,2019,4,False,2018,1,False,Jueves,Jeudi,23,143,21,4,Mayo,Mai,1,1
20190524,2019-05-24,Friday,May,May,5,2,2019,5,False,2018,4,False,Viernes,Vendredi,24,144,21,5,Mayo,Mai,1,2
20190525,2019-05-25,Saturday,May,May,5,2,2019,6,True,2018,3,True,Sábado,Samedi,25,145,21,6,Mayo,Mai,1,2
20190526,2019-05-26,Sunday,May,May,5,2,2019,7,True,2018,2,False,Domingo,Dimanche,26,146,21,7,Mayo,Mai,1,1
20190527,2019-05-27,Monday,May,May,5,2,2019,1,False,2019,4,False,Lunes,Lundi,27,147,22,1,Mayo,Mai,1,2
20190528,2019-05-28,Tuesday,May,May,5,2,2019,2,False,2019,1,False,Martes,Mardi,28,148,22,2,Mayo,Mai,1,1
20190529,2019-05-29,Wednesday,May,May,5,2,2019,3,False,2018,2,False,Miércoles,Mercredi,29,149,22,3,Mayo,Mai,1,1
20190530,2019-05-30,Thursday,May,May,5,2,2019,4,False,2018,3,False,Jueves,Jeudi,30,150,22,4,Mayo,Mai,1,2
20190531,2019-05-31,Friday,May,May,5,2,2019,5,False,2019,1,True,Viernes,Vendredi,31,151,22,5,Mayo,Mai,1,1
20190601,2019-06-01,Saturday,June,Jun,6,2,2019,6,True,2018,1,True,Sábado,Samedi,1,152,22,6,Junio,Juin,1,1
20190602,2019-06-02,Sunday,June,Jun,6,2,2019,7,True,2018,1,False,Domingo,Dimanche,2,153,22,7,Junio,Juin,1,1
20190603,2019-06-03,Monday,June,Jun,6,2,2019,1,False,2018,4,True,Lunes,Lundi,3,154,23,1,Junio,Juin,1,2
20190604,2019-06-04,Tuesday,June,Jun,6,2,2019,2,False,2019,3,True,Martes,Mardi,4,155,23,2,Junio,Juin,1,2
20190605,2019-06-05,Wednesday,June,Jun,6,2,2019,3,False,2018,2,True,Miércoles,Mercredi,5,156,23,3,Junio,Juin,1,1
20190606,2019-06-06,Thursday,June,Jun,6,2,2019,4,False,2019,4,False,Jueves,Jeudi,6,157,23,4,Junio,Juin,1,2
20190607,2019-06-07,Friday,June,Jun,6,2,2019,5,False,2019,4,False,Viernes,Vendredi,7,158,23,5,Junio,Juin,1,2
20190608,2019-06-08,Saturday,June,Jun,6,2,2019,6,True,2018,4,False,Sábado,Samedi,8,159,23,6,Junio,Juin,1,2
20190609,2019-06-09,Sunday,June,Jun,6,2,2019,7,True,2019,1,False,Domingo,Dimanche,9,160,23,7,Junio,Juin,1,1
20190610,2019-06-10,Monday,June,Jun,6,2,2019,1,False,2018,3,False,Lunes,Lundi,10,161,24,1,Junio,Juin,1,2
20190611,2019-06-11,Tuesday,June,Jun,6,2,2019,2,False,2019,4,False,Martes,Mardi,11,162,24,2,Junio,Juin,1,2
20190612,2019-06-12,Wednesday,June,Jun,6,2,2019,3,False,2019,2,False,Miércoles,Mercredi,12,163,24,3,Junio,Juin,1,1
20190613,2019-06-13,Thursday,June,Jun,6,2,2019,4,False,2019,3,False,Jueves,Jeudi,13,164,24,4,Junio,Juin,1,2
20190614,2019-06-14,Friday,June,Jun,6,2,2019,5,False,2018,2,False,Viernes,Vendredi,14,165,24,5,Junio,Juin,1,1
20190615,2019-06-15,Saturday,June,Jun,6,2,2019,6,True,2019,3,True,Sábado,Samedi,15,166,24,6,Junio,Juin,1,2
20190616,2019-06-16,Sunday,June,Jun,6,2,2019,7,True,2018,2,False,Domingo,Dimanche,16,167,24,7,Junio,Juin,1,1
20190617,2019-06-17,Monday,June,Jun,6,2,2019,1,False,2018,1,False,Lunes,Lundi,17,168,25,1,Junio,Juin,1,1
20190618,2019-06-18,Tuesday,June,Jun,6,2,2019,2,False,2018,4,False,Martes,Mardi,18,169,25,2,Junio,Juin,1,2
20190619,2019-06-19,Wednesday,June,Jun,6,2,2019,3,False,2019,2,True,Miércoles,Mercredi,19,170,25,3,Junio,Juin,1,1
20190620,2019-06-20,Thursday,June,Jun,6,2,2019,4,False,2019,3,True,Jueves,Jeudi,20,171,25,4,Junio,Juin,1,2
20190621,2019-06-21,Friday,June,Jun,6,2,2019,5,False,2018,4,False,Viernes,Vendredi,21,172,25,5,Junio,Juin,1,2
20190622,2019-06-22,Saturday,June,Jun,6,2,2019,6,True,2019,4,False,Sábado,Samedi,22,173,25,6,Junio,Juin,1,2
20190623,2019-06-23,Sunday,June,Jun,6,2,2019,7,True,2018,3,False,Domingo,Dimanche,23,174,25,7,Junio,Juin,1,2
20190624,2019-06-24,Monday,June,Jun,6,2,2019,1,False,2019,2,False,Lunes,Lundi,24,175,26,1,Junio,Juin,1,1
20190625,2019-06-25,Tuesday,June,Jun,6,2,2019,2,False,2018,1,False,Martes,Mardi,25,176,26,2,Junio,Juin,1,1
20190626,2019-06-26,Wednesday,June,Jun,6,2,2019,3,False,2019,1,False,Miércoles,Mercredi,26,177,26,3,Junio,Juin,1,1
20190627,2019-06-27,Thursday,June,Jun,6,2,2019,4,False,2018,2,False,Jueves,Jeudi,27,178,26,4,Junio,Juin,1,1
20190628,2019-06-28,Friday,June,Jun,6,2,2019,5,False,2019,4,False,Viernes,Vendredi,28,179,26,5,Junio,Juin,1,2
20190629,2019-06-29,Saturday,June,Jun,6,2,2019,6,True,2018,4,False,Sábado,Samedi,29,180,26,6,Junio,Juin,1,2
20190630,2019-06-30,Sunday,June,Jun,6,2,2019,7,True,2018,4,False,Domingo,Dimanche,30,181,26,7,Junio,Juin,1,2
20190701,2019-07-01,Monday,July,Jul,7,3,2019,1,False,2018,4,False,Lunes,Lundi,1,182,27,1,Julio,Juillet,2,2
20190702,2019-07-02,Tuesday,July,Jul,7,3,2019,2,False,2019,2,True,Martes,Mardi,2,183,27,2,Julio,Juillet,2,1
20190703,2019-07-03,Wednesday,July,Jul,7,3,2019,3,False,2019,4,False,Miércoles,Mercredi,3,184,27,3,Julio,Juillet,2,2
20190704,2019-07-04,Thursday,July,Jul,7,3,2019,4,False,2018,3,False,Jueves,Jeudi,4,185,27,4,Julio,Juillet,2,2
20190705,2019-07-05,Friday,July,Jul,7,3,2019,5,False,2019,4,False,Viernes,Vendredi,5,186,27,5,Julio,Juillet,2,2
20190706,2019-07-06,Saturday,July,Jul,7,3,2019,6,True,2019,1,False,Sábado,Samedi,6,187,27,6,Julio,Juillet,2,1
20190707,2019-07-07,Sunday,July,Jul,7,3,2019,7,True,2019,4,False,Domingo,Dimanche,7,188,27,7,Julio,Juillet,2,2
20190708,2019-07-08,Monday,July,Jul,7,3,2019,1,False,2019,2,False,Lunes,Lundi,8,189,28,1,Julio,Juillet,2,1
20190709,2019-07-09,Tuesday,July,Jul,7,3,2019,2,False,2018,1,False,Martes,Mardi,9,190,28,2,Julio,Juillet,2,1
20190710,2019-07-10,Wednesday,July,Jul,7,3,2019,3,False,2018,2,False,Miércoles,Mercredi,10,191,28,3,Julio,Juillet,2,1
20190711,2019-07-11,Thursday,July,Jul,7,3,2019,4,False,2019,2,False,Jueves,Jeudi,11,192,28,4,Julio,Juillet,2,1
